Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Wesolowski B.C.,"Wesolowski, Brian C. (56671416500)",56671416500,Predicting Operational Rater-Type Classifications Using Rasch Measurement Theory and Random Forests: A Music Performance Assessment Perspective,2019,Journal of Educational Measurement,56,3,,610,625,15,2,10.1111/jedm.12227,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070696952&doi=10.1111%2fjedm.12227&partnerID=40&md5=bd4dc4cf3cbeb0f336c498ca919adbb4,"The purpose of this study was to build a Random Forest supervised machine learning model in order to predict musical rater-type classifications based upon a Rasch analysis of raters’ differential severity/leniency related to item use. Raw scores (N = 1,704) from 142 raters across nine high school solo and ensemble festivals (grades 9–12) were collected using a 29-item Likert-type rating scale embedded within five domains (tone/intonation, n = 6; balance, n = 5; interpretation, n = 6; rhythm, n = 6; and technical accuracy, n = 6). Data were analyzed using a Many Facets Rasch Partial Credit Model. An a priori k-means cluster analysis of 29 differential rater functioning indices produced a discrete feature vector that classified raters into one of three distinct rater-types: (a) syntactical rater-type, (b) expressive rater-type, or (c) mental representation rater-type. Results of the initial Random Forest model resulted in an out-of-bag error rate of 5.05%, indicating that approximately 95% of the raters were correctly classified. After tuning a set of three hyperparameters (ntree, mtry, and node size), the optimized model demonstrated an improved out-of-bag error rate of 2.02%. Implications for improvements in assessment, research, and rater training in the field of music education are discussed. © 2019 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85070696952
Wang S.; Lin H.; Chang H.-H.; Douglas J.,"Wang, Shiyu (55940206100); Lin, Haiyan (57161240000); Chang, Hua-Hua (7407524642); Douglas, Jeff (7403213236)",55940206100; 57161240000; 7407524642; 7403213236,Hybrid Computerized Adaptive Testing: From Group Sequential Design to Fully Sequential Design,2016,Journal of Educational Measurement,53,1,,45,62,17,20,10.1111/jedm.12100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960383117&doi=10.1111%2fjedm.12100&partnerID=40&md5=588b1d0d805104b4f3d0dfedf7f7891b,"Computerized adaptive testing (CAT) and multistage testing (MST) have become two of the most popular modes in large-scale computer-based sequential testing.  Though most designs of CAT and MST exhibit strength and weakness in recent large-scale implementations, there is no simple answer to the question of which design is better because different modes may fit different practical situations. This article proposes a hybrid adaptive framework to combine both CAT and MST, inspired by an analysis of the history of CAT and MST. The proposed procedure is a design which transitions from a group sequential design to a fully sequential design. This allows for the robustness of MST in early stages, but also shares the advantages of CAT in later stages with fine tuning of the ability estimator once its neighborhood has been identified. Simulation results showed that hybrid designs following our proposed principles provided comparable or even better estimation accuracy and efficiency than standard CAT and MST designs, especially for examinees at the two ends of the ability range. © 2016 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-84960383117
LaHuis D.M.; Bryant-Lees K.B.; Hakoyama S.; Barnes T.; Wiemann A.,"LaHuis, David M. (6506462629); Bryant-Lees, Kinsey B. (56871160900); Hakoyama, Shotaro (56374186900); Barnes, Tyler (58409909800); Wiemann, Andrea (57203656078)",6506462629; 56871160900; 56374186900; 58409909800; 57203656078,A Comparison of Procedures for Estimating Person Reliability Parameters in the Graded Response Model,2018,Journal of Educational Measurement,55,3,,421,432,11,1,10.1111/jedm.12186,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052561627&doi=10.1111%2fjedm.12186&partnerID=40&md5=e48bc826cf53c901d216e006a0d2310d,"Person reliability parameters (PRPs) model temporary changes in individuals’ attribute level perceptions when responding to self-report items (higher levels of PRPs represent less fluctuation). PRPs could be useful in measuring careless responding and traitedness. However, it is unclear how well current procedures for estimating PRPs can recover parameter estimates. This study assesses these procedures in terms of mean error (ME), average absolute difference (AAD), and reliability using simulated data with known values. Several prior distributions for PRPs were compared across a number of conditions. Overall, our results revealed little differences between using the χ or lognormal distributions as priors for estimated PRPs. Both distributions produced estimates with reasonable levels of ME; however, the AAD of the estimates was high. AAD did improve slightly as the number of items increased, suggesting that increasing the number of items would ameliorate this problem. Similarly, a larger number of items were necessary to produce reasonable levels of reliability. Based on our results, several conclusions are drawn and implications for future research are discussed. © 2018 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85052561627
Kang H.-A.; Zhang S.; Chang H.-H.,"Kang, Hyeon-Ah (57202316196); Zhang, Susu (57194443431); Chang, Hua-Hua (7407524642)",57202316196; 57194443431; 7407524642,Dual-Objective Item Selection Criteria in Cognitive Diagnostic Computerized Adaptive Testing,2017,Journal of Educational Measurement,54,2,,165,183,18,11,10.1111/jedm.12139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020161377&doi=10.1111%2fjedm.12139&partnerID=40&md5=ebf643eb93b81c51f1323810dc162e57,"The development of cognitive diagnostic-computerized adaptive testing (CD-CAT) has provided a new perspective for gaining information about examinees' mastery on a set of cognitive attributes. This study proposes a new item selection method within the framework of dual-objective CD-CAT that simultaneously addresses examinees' attribute mastery status and overall test performance. The new procedure is based on the Jensen-Shannon (JS) divergence, a symmetrized version of the Kullback-Leibler divergence. We show that the JS divergence resolves the noncomparability problem of the dual information index and has close relationships with Shannon entropy, mutual information, and Fisher information. The performance of the JS divergence is evaluated in simulation studies in comparison with the methods available in the literature. Results suggest that the JS divergence achieves parallel or more precise recovery of latent trait variables compared to the existing methods and maintains practical advantages in computation and item pool usage. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85020161377
Debeer D.; Ali U.S.; van Rijn P.W.,"Debeer, Dries (55765500900); Ali, Usama S. (38060974700); van Rijn, Peter W. (36081521500)",55765500900; 38060974700; 36081521500,Evaluating Statistical Targets for Assembling Parallel Mixed-Format Test Forms,2017,Journal of Educational Measurement,54,2,,218,242,24,8,10.1111/jedm.12142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020210190&doi=10.1111%2fjedm.12142&partnerID=40&md5=915a14515320388281231b53c43b026d,"Test assembly is the process of selecting items from an item pool to form one or more new test forms. Often new test forms are constructed to be parallel with an existing (or an ideal) test. Within the context of item response theory, the test information function (TIF) or the test characteristic curve (TCC) are commonly used as statistical targets to obtain this parallelism. In a recent study, Ali and van Rijn proposed combining the TIF and TCC as statistical targets, rather than using only a single statistical target. In this article, we propose two new methods using this combined approach, and compare these methods with single statistical targets for the assembly of mixed-format tests. In addition, we introduce new criteria to evaluate the parallelism of multiple forms. The results show that single statistical targets can be problematic, while the combined targets perform better, especially in situations with increasing numbers of polytomous items. Implications of using the combined target are discussed. Copyright © 2017 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85020210190
Dwyer A.C.,"Dwyer, Andrew C. (57204568666)",57204568666,Maintaining Equivalent Cut Scores for Small Sample Test Forms,2016,Journal of Educational Measurement,53,1,,3,22,19,11,10.1111/jedm.12098,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960423338&doi=10.1111%2fjedm.12098&partnerID=40&md5=ccbe0a6e0257ad511a80207340e095fb,"This study examines the effectiveness of three approaches for maintaining equivalent performance standards across test forms with small samples: (1) common-item equating, (2) resetting the standard, and (3) rescaling the standard. Rescaling the standard (i.e., applying common-item equating methodology to standard setting ratings to account for systematic differences between standard setting panels) has received almost no attention in the literature. Identity equating was also examined to provide context. Data from a standard setting form of a large national certification test (N examinees = 4,397; N panelists = 13) were split into content-equivalent subforms with common items, and resampling methodology was used to investigate the error introduced by each approach. Common-item equating (circle-arc and nominal weights mean) was evaluated at samples of size 10, 25, 50, and 100. The standard setting approaches (resetting and rescaling the standard) were evaluated by resampling (N = 8) and by simulating panelists (N = 8, 13, and 20). Results were inconclusive regarding the relative effectiveness of resetting and rescaling the standard. Small-sample equating, however, consistently produced new form cut scores that were less biased and less prone to random error than new form cut scores based on resetting or rescaling the standard. © 2016 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-84960423338
Sinharay S.,"Sinharay, Sandip (6602980064)",6602980064,A New Person-Fit Statistic for the Lognormal Model for Response Times,2018,Journal of Educational Measurement,55,4,,457,476,19,23,10.1111/jedm.12188,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057569126&doi=10.1111%2fjedm.12188&partnerID=40&md5=0652c5454b8b8481c24bf4686c722dbd,"Response-time models are of increasing interest in educational and psychological testing. This article focuses on the lognormal model for response times, which is one of the most popular response-time models, and suggests a simple person-fit statistic for the model. The distribution of the statistic under the null hypothesis of no misfit is proved to be a χ2 distribution. A simulation study and a real data example demonstrate the usefulness of the suggested statistic. © 2018 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85057569126
Liu C.; Kolen M.J.,"Liu, Chunyan (57204854890); Kolen, Michael J. (6603925839)",57204854890; 6603925839,A Comparison of Strategies for Smoothing Parameter Selection for Mixed-Format Tests Under the Random Groups Design,2018,Journal of Educational Measurement,55,4,,564,581,17,3,10.1111/jedm.12192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057567864&doi=10.1111%2fjedm.12192&partnerID=40&md5=c961ec95e9d180d82661bfbdd40fd267,"Smoothing techniques are designed to improve the accuracy of equating functions. The main purpose of this study is to compare seven model selection strategies for choosing the smoothing parameter (C) for polynomial loglinear presmoothing and one procedure for model selection in cubic spline postsmoothing for mixed-format pseudo tests under the random groups design. These model selection strategies were compared for four sample sizes (500, 1,000, 2,000, and 3,000) and two content areas (Advanced Placement [AP] Biology and AP Environmental Science). For polynomial loglinear presmoothing, the Akaike information criterion (AIC) was the only statistic that reduced both random equating error and total equating error in all investigated conditions. Cubic spline postsmoothing tended to produce more accurate results than any of the model selection strategies in polynomial loglinear smoothing. © 2018 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85057567864
"Wang J.; Engelhard G., Jr.","Wang, Jue (56338588500); Engelhard, George (7003970969)",56338588500; 7003970969,Conceptualizing Rater Judgments and Rating Processes for Rater-Mediated Assessments,2019,Journal of Educational Measurement,56,3,,582,609,27,8,10.1111/jedm.12226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069817328&doi=10.1111%2fjedm.12226&partnerID=40&md5=5b80fe156aa19cd9a598d4b7174c49ef,"Rater-mediated assessments exhibit scoring challenges due to the involvement of human raters. The quality of human ratings largely determines the reliability, validity, and fairness of the assessment process. Our research recommends that the evaluation of ratings should be based on two aspects: a theoretical model of human judgment and an appropriate measurement model for evaluating these judgments. In rater-mediated assessments, the underlying constructs and response processes may require the use of different rater judgment models and the application of different measurement models. We describe the use of Brunswik's lens model as an organizing theme for conceptualizing human judgments in rater-mediated assessments. The constructs vary depending on which distal variables are identified in the lens models for the underlying rater-mediated assessment. For example, one lens model can be developed to emphasize the measurement of student proficiency, while another lens model can stress the evaluation of rater accuracy. Next, we describe two measurement models that reflect different response processes (cumulative and unfolding) from raters: Rasch and hyperbolic cosine models. Future directions for the development and evaluation of rater-mediated assessments are suggested. © 2019 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85069817328
Wyse A.E.; Babcock B.,"Wyse, Adam E. (36999095900); Babcock, Ben (37120031600)",36999095900; 37120031600,Does Maximizing Information at the Cut Score Always Maximize Classification Accuracy and Consistency?,2016,Journal of Educational Measurement,53,1,,23,44,21,7,10.1111/jedm.12099,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960421281&doi=10.1111%2fjedm.12099&partnerID=40&md5=9353e2c5cc9de22b8ae867949443ca44,"A common suggestion made in the psychometric literature for fixed-length classification tests is that one should design tests so that they have maximum information at the cut score. Designing tests in this way is believed to maximize the classification accuracy and consistency of the assessment. This article uses simulated examples to illustrate that one can obtain higher classification accuracy and consistency by designing tests that have maximum test information at locations other than at the cut score. We show that the location where one should maximize the test information is dependent on the length of the test, the mean of the ability distribution in comparison to the cut score, and, to a lesser degree, whether or not one wants to optimize classification accuracy or consistency. Analyses also suggested that the differences in classification performance between designing tests optimally versus maximizing information at the cut score tended to be greatest when tests were short and the mean of ability distribution was further away from the cut score. Larger differences were also found in the simulated examples that used the 3PL model compared to the examples that used the Rasch model. © 2016 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-84960421281
